1.0;10.0;1
2.0;10.0;1
15.0;10.0;1
4.0;10.0;0
8.0;10.0;1
13.0;10.0;1
7.0;10.0;1
5.0;10.0;1
11.0;10.0;1
10.0;10.0;1
9.0;10.0;1
0.0;10.0;1
6.0;10.0;1
14.0;10.0;1
3.0;10.0;1
1.0;17.0;1
2.0;17.0;1
15.0;17.0;1
4.0;2.0;1
8.0;17.0;1
13.0;17.0;1
7.0;17.0;1
5.0;17.0;1
11.0;17.0;1
10.0;17.0;1
9.0;17.0;1
0.0;17.0;0
6.0;17.0;1
14.0;17.0;1
3.0;17.0;1
12.0;10.0;1
1.0;27.0;1
2.0;27.0;1
15.0;27.0;0
4.0;6.0;1
8.0;27.0;0
13.0;27.0;0
7.0;27.0;0
5.0;27.0;0
11.0;27.0;1
10.0;27.0;1
9.0;27.0;1
0.0;13.0;1
6.0;27.0;0
14.0;27.0;0
12.0;17.0;1
1.0;47.0;0
2.0;47.0;0
15.0;21.0;1
4.0;8.0;1
8.0;21.0;1
13.0;21.0;1
7.0;21.0;1
5.0;21.0;0
11.0;47.0;1
10.0;47.0;0
9.0;47.0;0
0.0;15.0;1
6.0;21.0;0
14.0;21.0;1
3.0;27.0;0
12.0;27.0;1
1.0;38.0;0
2.0;38.0;1
15.0;24.0;1
4.0;9.0;1
8.0;24.0;1
13.0;24.0;1
7.0;24.0;0
5.0;18.0;1
11.0;38.0;0
10.0;38.0;1
9.0;38.0;1
0.0;16.0;0
6.0;18.0;1
5.0;19.0;0
11.0;32.0;1
10.0;42.0;0
9.0;42.0;0
0.0;14.0;0
6.0;19.0;1
14.0;24.0;1
3.0;21.0;1
12.0;47.0;1
1.0;32.0;1
2.0;42.0;1
15.0;90.0;0
4.0;15.0;0
8.0;90.0;0
13.0;90.0;0
14.0;90.0;0
3.0;24.0;0
12.0;38.0;1
1.0;35.0;1
2.0;74.0;0
15.0;25.0;1
4.0;11.0;0
8.0;25.0;1
13.0;25.0;1
7.0;22.0;0
5.0;19.0;1
11.0;35.0;0
10.0;39.0;1
9.0;39.0;0
0.0;13.0;1
12.0;82.0;0
1.0;36.0;1
2.0;44.0;1
15.0;26.0;1
4.0;9.0;0
8.0;26.0;1
13.0;26.0;1
7.0;19.0;0
5.0;20.0;0
11.0;33.0;1
10.0;40.0;0
9.0;33.0;1
0.0;14.0;0
6.0;20.0;1
14.0;25.0;1
