12.0;25.0;1
1.0;25.0;1
2.0;25.0;1
15.0;25.0;1
4.0;25.0;1
8.0;25.0;1
13.0;25.0;1
7.0;25.0;1
5.0;25.0;1
11.0;25.0;1
10.0;25.0;1
9.0;25.0;1
0.0;25.0;1
6.0;25.0;1
14.0;25.0;1
3.0;25.0;1
12.0;54.0;1
1.0;54.0;1
2.0;54.0;1
15.0;54.0;1
4.0;54.0;1
8.0;54.0;1
13.0;54.0;1
7.0;54.0;1
5.0;54.0;1
11.0;54.0;1
10.0;54.0;1
9.0;54.0;1
0.0;54.0;1
6.0;54.0;1
14.0;54.0;1
3.0;54.0;1
12.0;81.0;1
1.0;81.0;0
2.0;81.0;0
15.0;81.0;1
4.0;81.0;0
8.0;81.0;1
13.0;81.0;1
7.0;81.0;0
5.0;81.0;0
11.0;81.0;1
10.0;81.0;0
9.0;81.0;0
0.0;81.0;0
6.0;81.0;0
14.0;81.0;1
3.0;81.0;0
12.0;149.0;0
1.0;69.0;1
2.0;69.0;0
15.0;149.0;1
4.0;69.0;1
8.0;149.0;1
13.0;149.0;0
7.0;69.0;1
5.0;69.0;0
11.0;149.0;0
10.0;69.0;0
9.0;69.0;0
0.0;69.0;1
6.0;69.0;0
14.0;149.0;0
3.0;69.0;1
12.0;111.0;1
1.0;77.0;1
2.0;61.0;1
15.0;104.0;1
4.0;77.0;1
8.0;104.0;1
13.0;111.0;1
7.0;77.0;1
5.0;61.0;1
11.0;111.0;1
10.0;61.0;1
9.0;61.0;1
0.0;77.0;1
6.0;61.0;1
14.0;111.0;1
3.0;77.0;1
12.0;129.0;1
1.0;99.0;1
2.0;72.0;1
15.0;135.0;1
4.0;99.0;1
8.0;135.0;1
13.0;129.0;1
7.0;99.0;1
5.0;72.0;1
11.0;129.0;1
10.0;72.0;1
9.0;72.0;0
0.0;99.0;1
6.0;72.0;1
14.0;129.0;1
3.0;99.0;1
